day,avatar-cell href,commit-row-message,commit-row-message href,commit-row-description,,,,,
,A,- Senha de usuário  - alterações back-end  e criação e-mail template,G,,,,,,
"18 Feb, 2021",,,,,,,,,
,A,- Permitir administrador ativarem usuários. -  front-end finalizado,G,,,,,,
"17 Feb, 2021",,,,,,,,,
,A,update release version,G,"– BUG - Saldo inconsistente – back-end finalizado , realizado update na base de dados para corrigir as entradas do extrato do usuario (update extrato set VALOR = -190 where ID = 44322;)
- methodo que retorna o saldo agora utilizando tabela de extrato ao invez de tabela de user coluna saldo.
- Adicionado validação para utilizar o saldo baseado na tabela de extrato e não mais na sessão do usuario.
- Adicionado log para facilitar na analise de problemas",,,,,
,B,Correção em cadastro de usuários via admin,G,,,,,,
"29 Jan, 2021",,,,,,,,,
,A,Merge,G,,,,,,
"27 Jan, 2021",,,,,,,,,
,A,- Relatório de usuários inativos - – back-end e front-end finalizado,G,,,,,,
"26 Jan, 2021",,,,,,,,,
,A,"- No momento de exclusão de membro de equipe, pedir justificativa para o...",G,"- No momento de exclusão de membro de equipe, pedir justificativa para o líder. - front-end e back-end finalizado.",,,,,
"22 Jan, 2021",,,,,,,,,
,A,– Alteração no cadastro – back-end e front-end finalizado,G,,,,,,
,A,"– Confirmação de recebimento de prêmio – back-end finalizado , front-end...",G,"– Confirmação de recebimento de prêmio – back-end finalizado , front-end finalizado – modal para confirmação de recebimento e validação para não permitir compras com resgates pendentes de confirmação, adicionado data de confirmação de entrega no relatório de trocas",,,,,
,A,– Confirmação de recebimento de prêmio – back-end schedule para rotina de...,G,– Confirmação de recebimento de prêmio – back-end schedule para rotina de envio de email e criação pagina estatica para confirmação do recebimento do premio e feedback para o usuario,,,,,
"19 Jan, 2021",,,,,,,,,
,A,– Confirmação de recebimento de prêmio – inicio back-end,G,,,,,,
"05 Jan, 2021",,,,,,,,,
,A,Merge,G,,,,,,
"30 Dec, 2020",,,,,,,,,
,A,"- Relatório de Extrato de Pontos – inclusão de filtro por funcionário (nome , matricula)",G,,,,,,
"29 Dec, 2020",,,,,,,,,
,A,- Inclusão de data de entrega. Fron-end finalizado (modal data de entrega...,G,"- Inclusão de data de entrega. Fron-end finalizado (modal data de entrega , inclusão de novas colunas relatório de trocas)",,,,,
"28 Dec, 2020",,,,,,,,,
,A,"- Inclusão de data de entrega. Fron-end iniciado (listagem , ordenação e filtros)",G,,,,,,
,A,- Inclusão de data de entrega. Back-end finalizado,G,,,,,,
,A,- Incluir no relatorio de trocas o endereço e telefone – back-end e front-end finalizado,G,,,,,,
,A,#release-8 - upgrade project version,G,- Visualizar ao lado do nome das equipes a data de última atualização e quem atualizou - back-end,,,,,
"21 Dec, 2020",,,,,,,,,
,A,- Visualizar ao lado do nome das equipes a data de última atualização e...,G,- Visualizar ao lado do nome das equipes a data de última atualização e quem atualizou - back-end,,,,,
,B,Fix: Atribuição de pontos a líderes,G,,,,,,
"11 Dec, 2020",,,,,,,,,
,A,Merge,G,,,,,,
"10 Dec, 2020",,,,,,,,,
,A,"- Incluir endereço no Voucher de resgate , update project version",G,,,,,,
"09 Dec, 2020",,,,,,,,,
,A,- Incluir endereço e telefone no formulário de cadastro - front-end...,G,- Incluir endereço e telefone no formulário de cadastro - front-end finalizado e bugfix URL parameter encode dashboard,,,,,
"08 Dec, 2020",,,,,,,,,
,A,- Incluir endereço e telefone no formulário de cadastro - back-end finalizado,G,,,,,,
"07 Dec, 2020",,,,,,,,,
,A,- Relatório de extrato de saldo do usuário pelos administradores - fron-ent finalizado,G,,,,,,
,A,- Código de Voucher em relatório de trocas,G,,,,,,
,B,Update version 10039,G,,,,,,
"23 Nov, 2020",,,,,,,,,
,A,Merge,G,,,,,,
,A,- E-mail de voucher: Endereço em cópia hardcoded - finalizado back-end,G,,,,,,
"18 Nov, 2020",,,,,,,,,
,A,- Inclusão de notificação para os lideres quando necessário fazerem...,G,- Inclusão de notificação para os lideres quando necessário fazerem alterações na sua equipe - back-end finalizado adicionado rotina de criaça de eventos quando um novo convite e criado e no listener de eventos envia email para o lider informando sobre o novo convite,,,,,
"17 Nov, 2020",,,,,,,,,
,A,- Relatórios - Top Linhas - exportar para CSV – finalizado beck-end e...,G,- Relatórios - Top Linhas - exportar para CSV – finalizado beck-end e front end pagina de relatórios.,,,,,
"16 Nov, 2020",,,,,,,,,
,A,- Relatórios - Pontos por Pilar - exportar para CSV – finalizado beck-end...,G,- Relatórios - Pontos por Pilar - exportar para CSV – finalizado beck-end e front end pagina de relatórios.,,,,,
"13 Nov, 2020",,,,,,,,,
,A,- Relatórios - Tipos de Reconhecimento - exportar para CSV – finalizado...,G,- Relatórios - Tipos de Reconhecimento - exportar para CSV – finalizado beck-end e front end pagina de relatórios.,,,,,
"11 Nov, 2020",,,,,,,,,
,A,Merge,G,,,,,,
,A,- Relatórios – Trocas Realizadas - exportar para CSV – beck-end e front-end,G,,,,,,
"06 Nov, 2020",,,,,,,,,
,A,Merge,G,,,,,,
,A,– Gráficos Geral - Opção abrir detalhamento – fron-ent refector criação...,G,– Gráficos Geral - Opção abrir detalhamento – fron-ent refector criação modal generica para exibir todos os detalhes dos graficos/rankings,,,,,
,B,Atualização template voucher_resgate,G,,,,,,
"22 Oct, 2020",,,,,,,,,
,B,Merge,G,,,,,,
"21 Oct, 2020",,,,,,,,,
,A,# fix flyway renomeados scripts para ficar de acordo com o padrão de nomenclatura do flyway,G,"# adicionado configuração para testes unitarios e testes de integração rodarem com banco em memoria
issue  - Campos obrigatórios no cadastro
issue  - Bloquear o acesso com emails não @mdlz.com",,,,,
"14 Aug, 2020",,,,,,,,,
,B,Update mensagem erro usuário pendente,G,,,,,,
,B,Não pontuar líder / Correção cadastro usuário via admin,G,,,,,,
"31 Jul, 2020",,,,,,,,,
,B,Correção convite em equipe / Pesquisa de usuários / Toast em cadastro,G,,,,,,
"28 Jul, 2020",,,,,,,,,
,B,Correção pesquisa users-modal / Texto de links em login,G,,,,,,
"18 Jul, 2020",,,,,,,,,
,O,Alterado número de versão para publicação.,G,,,,,,
"17 Jul, 2020",,,,,,,,,
,O,Correção para visualização de PDFs em plataforma android e ios.,G,,,,,,
"09 Jul, 2020",,,,,,,,,
,B,Alteração voucher de resgate: incluir nome e matrícula,G,,,,,,
"08 Jul, 2020",,,,,,,,,
,B,"Correção da página ""Minha Equipe"" para líderes",G,,,,,,
,B,Correções gradle android,G,,,,,,
"23 Jun, 2020",,,,,,,,,
,B,Alteração e-mail de suporte em Login,G,,,,,,
"18 Jun, 2020",,,,,,,,,
,B,Correcao tabela top linhas,G,,,,,,
,B,Corrigida listagem de usuários selecionados em modal de seleção de comunicação,G,,,,,,
"09 Jun, 2020",,,,,,,,,
,B,Front>CommunicationPage>Alterado método de seleção de destinatários,G,"Frontend:
  • communication
    • Alterado layout: select trocado por botão;
    • Implementado método selectUsers: abre modal de seleção de usuários utilizado na edição de equipes;
    • Inseridos 3 imports: UsersModalPage,ModalController,PageDataService.
  • users-modal:
    • Corrigido estado inicial de 'searchTerm';
    • Implementadas alterações necessárias para utilizar a partir da página de comunicação.",,,,,
"02 Jun, 2020",,,,,,,,,
,B,Front> Correções HTML,G,,,,,,
"28 May, 2020",,,,,,,,,
,B,Atualização tutorial+remover dados negativos dashboard,G,"Frontend:
  • admin\pontos\grupos\grupos.page.ts:
    • Corrigido método getMembros de 'teamChange','presentPopOver' e 'presentPopOverDel'.",,,,,
"25 May, 2020",,,,,,,,,
,B,Incluídos scripts (python) de importação de usuários e equipes,G,,,,,,
"08 May, 2020",,,,,,,,,
,B,Front> update versionCode,G,"Back>Incluído método de para excluir usuários / Front>Validação de email+correção barra de pesquisa+

A principal alteração introduzida por esse comit é a possibilidade de usuários que não tenham email @mdlz de utilizarem o sistema, caso um administrador ative seu cadastro.

Backend:
  Alterado método ownCreate, tornando usuários com email não-@mdlz automaticamente finalizados e inativos;

  Incluído método da api para exluir usuários.

Frontend:
  Validação de email em campos em que é inserido;

  Correção em tela de edição de usuário (admin);

  Incluído texto ""Finalize seu cadastro;

  Incluído método de exclusão de usuários.",,,,,
"06 May, 2020",,,,,,,,,
,B,Front>Termos de uso em página de cadastro,G,,,,,,
"05 May, 2020",,,,,,,,,
,B,Front> include support info on Login,G,,,,,,
"29 Apr, 2020",,,,,,,,,
,B,Front>Correção dashboard sem dados,G,,,,,,
"27 Apr, 2020",,,,,,,,,
,B,Inclusão de pilares E&T e RH,G,,,,,,
"08 Apr, 2020",,,,,,,,,
,B,Atualização código de versão,G,,,,,,
"07 Feb, 2020",,,,,,,,,
,F,Versao 1.0.19 com correcao de constants invalidas,G,,,,,,
"06 Feb, 2020",,,,,,,,,
,F,Script de importacao e explicacoes em import_database.sql,G,,,,,,
"05 Feb, 2020",,,,,,,,,
,F,Correcao BUG MP-237,G,,,,,,
"04 Feb, 2020",,,,,,,,,
,F,"v0.0.60-RC, correcao BUG MP-238",G,,,,,,
"03 Feb, 2020",,,,,,,,,
,F,Versao 0.0.59-RC com correcoes de finalizacao de resgate,G,,,,,,
"30 Jan, 2020",,,,,,,,,
,F,0.0.57-RC - Correcao bug resgate de premio,G,nao dar erro em caso de envio de email,,,,,
"29 Jan, 2020",,,,,,,,,
,B,Script de migração: incluir data de agendamento,G,,,,,,
"28 Jan, 2020",,,,,,,,,
,B,Update versionCode=10016,G,,,,,,
"27 Jan, 2020",,,,,,,,,
,B,Melhoria layout users-modal,G,,,,,,
"24 Jan, 2020",,,,,,,,,
,B,Correção dismiss teamsMenu / Correção notificações,G,,,,,,
,E,Alteração do botao de voltar pro Dashboard,G,,,,,,
,B,Update versão jar backend,G,Correção crop em iOS / Correção salvar prêmio com quantidade infinita / Correção edição de área fechar modal,,,,,
,B,Update versionCode=10010,G,,,,,,
,B,Update versionCode=10009,G,,,,,,
,F,Commit final pré recesso,G,,,,,,
,E,Merge,G,,,,,,
,B,finish Dashboard Charts,G,,,,,,
,F,Merge,G,,,,,,
,B,Merge,G,,,,,,
,B,MP-205,G,,,,,,
,B,MP-198,G,,,,,,
,B,Merge,G,,,,,,
,B,Dummy pdf file,G,,,,,,
,B,Merge,G,,,,,,
,B,Merge,G,,,,,,
,E,MP-161,G,"MP-162
MP-124
MP-160
MP-145",,,,,
,B,IOS webview,G,,,,,,
,B,Notificação + Remove getFoto,G,,,,,,
,F,Merge,G,,,,,,
,B,Init upload de imagem,G,,,,,,
,E,Merge,G,,,,,,
,B,Merge,G,,,,,,
,F,Merge,G,,,,,,
,E,Merge,G,,,,,,
,F,Merge,G,,,,,,
,B,Merge,G,,,,,,
,B,Prêmios,G,,,,,,
,F,Modificacoes no login,G,,,,,,
,B,Reward,G,,,,,,
,B,keystore,G,,,,,,
,B,Merge,G,,,,,,
,B,"Criar atividade, fábrica, seção e linha",G,,,,,,
,B,Correção Token Login,G,,,,,,
,E,Merge,G,,,,,,
,B,Merge,G,,,,,,
,B,Correções android,G,,,,,,
,B,Correção Constants,G,,,,,,
,B,Testes isolados,G,,,,,,
,B,Merge,G,,,,,,
,B,cadastro/limpeza,G,,,,,,
,F,Login funcional,G,,,,,,
,F,Merge,G,,,,,,
,B,Init front,G,,,,,,
